Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
75697,2 BHK Ready to Occupy Flat for sale in Sanjanas Courtyard Kandlakoya,"Kandlakoya, Hyderabad has an attractive 2 BHK Flat for sale. This flat is placed in a marvellous location within the Sanjanas Courtyard complex. This flat for resale is a choice property. This ready to move flat in Kandlakoya comes at an affordable price of INR 69 Lac. Available in furnished state, this flat is a great buy. Some neighbouring landmarks are near to cmr college.",69 Lac ,,hyderabad,956 sqft,Ready to Move,5 out of 5,Resale,Furnished,East,Garden/Park,,2,1,1 Covered,Freehold,,,
106696,3 BHK Ready to Occupy Flat for sale in Diamond City South Tollygunge,3 bedroom flat available for sale in Diamond City South. The flat is well maintained and has sufficient sunlight and air,1.10 Cr ,7666.0,kolkata,,Ready to Move,12 out of 20,Resale,Semi-Furnished,East,Main Road,Diamond City South,2,2,1 Open,Freehold,1435 sqft,,
38527,2 BHK Ready to Occupy Flat for sale in Veracious Rose Dale Whitefield,"whitefield, Bangalore has an attractive 2 BHK Flat for sale. Enjoying a prime location, this property is housed in the Veracious Rose Dale society. This apartment is a property of choice for sale. Available at a reasonable selling price of INR 88 Lac, this ready to move apartment in whitefield is a great buy. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience.",88 Lac ,8000.0,bangalore,,Ready to Move,8 out of 13,New Property,Semi-Furnished,East,"Main Road, Garden/Park, Pool",,2,2,,Freehold,1100 sqft,,
88890,3 BHK Ready to Occupy Flat for sale in Shree Ganesham Green Space Mangyawas,"This magnificent 3 BHK Flat is available for sale in Mangyawas, Jaipur. This flat is situated within the renown township of Shree Ganesham Green Space. Your hunt for the perfect apartment for sale comes to an end here. This ready to move flat located in Mangyawas is available for purchase at a fair price of INR 49.1 Lac. This contemporary apartment is semi-furnished. The prime landmarks near this property are near mansarovar metro station 400 mtr to 200ft gopalpura byepass road..",49.1 Lac ,3468.0,jaipur,,Ready to Move,3 out of 6,New Property,Semi-Furnished,East,Main Road,Shree Ganesham Green Space,2,1,1 Covered,Freehold,1416 sqft,,
76004,3 BHK Ready to Occupy Flat for sale in My Home Bhooja Hitech City,"This magnificent 3 BHK Flat is available for sale in Hitech City, Hyderabad. This flat is situated within the renown township of My Home Bhooja. This is one of the best properties available for resale. This ready to move flat in Hitech City comes at an affordable price of INR 6.30 Cr. This flat is an ideal choice because it is an furnished apartment with all basic amenities. hitech city circle are some of the key nearby landmarks.",6.30 Cr ,24277.0,hyderabad,,Ready to Move,12 out of 35,Resale,Furnished,West,"Garden/Park, Pool, Main Road",,4,2,2 Covered,Freehold,2595 sqft,,
105876,2 BHK Ready to Occupy Flat for sale Maheshtala,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,22 Lac ,3090.0,kolkata,,Ready to Move,11 out of 14,Resale,Semi-Furnished,,,,2,1,,,712 sqft,,
81783,2 BHK Ready to Occupy Flat for sale in Saket Kosala Kapra,"Kapra, Hyderabad has an attractive 2 BHK Flat for sale. The property is ideally located in a strategic location in Saket Kosala township. This flat for resale is a choice property. The ready to move flat in the prime area of Kapra is available at a reasonable price of INR 56 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",56 Lac ,4828.0,hyderabad,960 sqft,Ready to Move,2 out of 4,Resale,Unfurnished,,,,2,1,,,,,
47608,2 BHK Ready to Occupy Flat for sale T Nagar,"Creatively planned and constructed is a 2 BHK flat for sale in T Nagar, Chennai. This is one of the best properties available for resale. This apartment ready to move in the T Nagar is available for an attractive price of INR 95 Lac. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. The prime landmarks near this property are t.nagar bus depot, mambalam railway station, ranganathan street, multispecialty hospitals, schools and college..",95 Lac ,,chennai,1000 sqft,Ready to Move,Ground out of 3,Resale,Semi-Furnished,East,,,2,,,Freehold,,,
48967,2 BHK Ready to Occupy Flat for sale Kodambakkam,"This beautiful 2 BHK Flat is available for sale in Kodambakkam, Chennai. This flat for resale is just the type of property you have been searching for! The ready to move flat in the prime area of Kodambakkam is available at a reasonable price of INR 68 Lac. The spacious apartment is unfurnished. Some of the landmarks in the vicinity include near dav school, adambakkam mrts.",68 Lac ,6974.0,chennai,,Ready to Move,1 out of 4,Resale,Unfurnished,East,Main Road,,2,3,,Freehold,975 sqft,,
137952,3 BHK Ready to Occupy Flat for sale in CGHS Apoorva Apartments Dwarka Sector 5,"This magnificent 3 BHK Flat is available for sale in Dwarka Sector 5, New Delhi. This flat is situated within the renown township of Cghs Apoorva Apartments. This flat for resale has a desirable location. This ready to move flat in Dwarka Sector 5 comes at an affordable price of INR 1.75 Cr. This contemporary apartment is unfurnished. near to school, metro, market and hospital are some of the key nearby landmarks.",1.75 Cr ,9722.0,new-delhi,1570 sqft,Ready to Move,7 out of 8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",CGHS Apoorva Apartments,3,2,"1 Covered,",Freehold,,,
37777,2 BHK Ready to Occupy Flat for sale in Veracious Rose Dale Whitefield,"whitefield, Bangalore has an attractive 2 BHK Flat for sale. Enjoying a prime location, this property is housed in the Veracious Rose Dale society. This apartment is a property of choice for sale. Available at a reasonable selling price of INR 88 Lac, this ready to move apartment in whitefield is a great buy. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience.",88 Lac ,8000.0,bangalore,,Ready to Move,8 out of 13,New Property,Semi-Furnished,East,"Main Road, Garden/Park, Pool",,2,2,,Freehold,1100 sqft,,
3169,2 BHK Ready to Occupy Flat for sale in Shaligram Prime Aarohi Club Road,"Have a look at this immaculate 2 BHK flat for sale in Aarohi Club Road, Ahmedabad. It is based at Shaligram Prime complex, that occupies a prominent place in the locality. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move flat located in Aarohi Club Road is available for purchase at a fair price of INR 58 Lac. Available in unfurnished state, this flat is a great buy. Landmarks near the apartment include south bopal.",58 Lac ,4895.0,ahmedabad,665 sqft,Ready to Move,7 out of 14,Resale,Unfurnished,East,Garden/Park,Shaligram Prime,2,1,1 Covered,Freehold,,,
132954,2 BHK Ready to Occupy Flat for sale Uttam Nagar West,"This gorgeous 2 BHK Flat is available for sale in Uttam Nagar West, New Delhi. This apartment for resale is a great choice. The ready to move flat in the prime area of Uttam Nagar West is available at a reasonable price of INR 22 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",22 Lac ,4889.0,new-delhi,50 sqyrd,Ready to Move,1 out of 2,Resale,Unfurnished,North,Main Road,,1,1,,Freehold,,,
31789,"2 BHK Ready to Occupy Flat for sale A Narayanapura, Mahadevapura","This gorgeous 2 BHK Flat is available for sale in A Narayanapura, Bangalore. This flat for resale is a choice property. This ready to move flat located in A Narayanapura is available for purchase at a fair price of INR 65 Lac. The flat is available in semi-furnished condition.",65 Lac ,4062.0,bangalore,1050 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,East,,,2,2,,,,,
96967,"2 BHK Ready to Occupy Flat for sale in Siddha Town Chinar Park, Rajarhat","Multistorey apartment is available for sale. It has covered area of 850 sq-ft, it is a good location property. Please contact for more details.",34 Lac ,4000.0,kolkata,780 sqft,Ready to Move,2 out of 4,Resale,Semi-Furnished,,,Siddha Town,2,2,,,,,
105664,3 BHK Ready to Occupy Flat for sale in Rare Earth Narkeldanga,"As dusk falls, joy wakes anew at the Rare Earth. Lights spell out the spirit of positivity that pervades the hearts of the homeward bound. The rigours of the day wash away in the merry confines of the club within the complex. Spirited conversations, cheerful bonhomie and unabashed joy characterise evenings that recharge the souls of the residents of this magical abode.",1.92 Cr ,10614.0,kolkata,,Ready to Move,4 out of 35,New Property,Unfurnished,West,Garden/Park,Rare Earth,3,1,1 Covered,Freehold,1809 sqft,,
138756,"2 BHK Ready to Occupy Flat for sale Om Vihar, Nawada","Om Vihar, New Delhi has an attractive 2 BHK Flat for sale. This is a desirable apartment for resale. You can buy this ready to move flat in Om Vihar at a reasonable price of INR 24 Lac. Jan '23 is the date of possession of this apartment. The apartment is semi-furnished.",Call for Price,,new-delhi,450 sqft,Ready to Move,Ground out of 4,Resale,Semi-Furnished,,Main Road,,1,1,,Freehold,,,
18763,2 BHK Ready to Occupy Flat for sale Kengeri Satellite Town,"This exquisite 2 BHK Flat is offered for sale in Kengeri Satellite Town, Bangalore. This is a desirable apartment for resale. This apartment in one of the significant areas of Kengeri Satellite Town is ready to move, and can be purchased at the best price of INR 35 Lac. It is a semi-furnished apartment.",35 Lac ,3846.0,bangalore,,Ready to Move,3 out of 4,Resale,Semi-Furnished,,,,2,,,,910 sqft,,
98153,2 BHK Ready to Occupy Flat for sale in Mani Casa New Town,"The project is having all basic facilities and amenities to suit homebuyers needs and requirements. The project is developed by Mani Group and Shivom Realty, Mani Casa is ready for possession. Kindly get in touch with us for further details.",95 Lac ,8636.0,kolkata,,Ready to Move,12 out of 21,Resale,Unfurnished,North,Main Road,Mani Casa,2,2,1 Covered,Freehold,1100 sqft,,
39904,3 BHK Ready to Occupy Flat for sale Valmiki Nagar,"This attractive 3 BHK apartment can be found for sale in Valmiki Nagar, Chennai. This apartment for sale is a great choice. Located in Valmiki Nagar, this ready to move apartment is sold at a fair selling price of INR 1.77 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. near singapore shoppe 4th seaward road are some of the key nearby landmarks.",1.77 Cr ,12870.0,chennai,,Ready to Move,2 out of 3,New Property,Unfurnished,South,Main Road,,3,1,1 Covered,Freehold,1380 sqft,,
141478,2 BHK Ready to Occupy Flat for sale Pahar Ganj,"This gorgeous 2 BHK Flat is available for sale in Pahar Ganj, New Delhi. This flat for resale has a desirable location. This ready to move property in Pahar Ganj is readily available within an affordable cost of INR 51 Lac. The flat is sold in unfurnished condition.",51 Lac ,6667.0,new-delhi,675 sqft,Ready to Move,Ground out of 4,Resale,Unfurnished,East,,,2,,10 Open,Freehold,,,
174529,3 BHK Ready to Occupy Flat for sale in Ganga City Kaliket Nagar,This ready to move-in 3 BHK flat is available for sale at the premium Kaliket Nagar in Patna. Ideally situated in the Ganga City township it enjoys a prime location. This apartment for resale is a great choice. This ready to move flat in Kaliket Nagar can be availed at a reasonable price of INR 75 Lac. The spacious apartment is unfurnished.,75 Lac ,5357.0,patna,1300 sqft,Ready to Move,4 out of 5,Resale,Unfurnished,North - East,"Garden/Park, Pool",Ganga City,2,4,,,,,
178124,4 BHK Ready to Occupy Flat for sale in Raghuvir Star Galaxy Vesu,"This lovely 4 BHK Flat in Vesu, Surat is up for sale. This flat is situated in the Raghuvir Star Galaxy township and is equipped with premium facilities. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Vesu comes at an affordable price of INR 1.81 Cr. The apartment is furnished. Some neighbouring landmarks are sandesh press.",1.81 Cr ,6274.0,surat,1731 sqft,Ready to Move,1 out of 11,Resale,Furnished,,"Pool, Garden/Park",Raghuvir Star Galaxy,4,1,,Co-operative Society,,,
30229,"2 BHK Ready to Occupy Flat for sale A Narayanapura, Mahadevapura","This gorgeous 2 BHK Flat is available for sale in A Narayanapura, Bangalore. This flat for resale is a choice property. This ready to move flat located in A Narayanapura is available for purchase at a fair price of INR 65 Lac. The flat is available in semi-furnished condition.",65 Lac ,4062.0,bangalore,1050 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,East,,,2,2,,,,,
130474,1 BHK Ready to Occupy Flat for sale Uttam Nagar West,"One can find this stunning 1 BHK flat for sale in Uttam Nagar West, New Delhi. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Uttam Nagar West can be taken at a very economical pricing of INR 18 Lac. The flat is available in furnished condition.",18 Lac ,18000.0,new-delhi,50 sqft,Ready to Move,1 out of 6,Resale,Furnished,,,,1,1,,,,,
